"sample","amr","test","result"
"S10905-92","STR","agarc","TN"
"S10905-92","SXT","agarc","TN"
"S11013-96","AMP","agarc","TN"
"S11013-96","CHL","agarc","TN"
"S11013-96","GEN","agarc","TN"
"S11013-96","NAL","agarc","TN"
"S11013-96","SMX","agarc","TP"
"S11013-96","STR","agarc","TN"
"S11013-96","SXT","agarc","TN"
"S12144-92","AMP","agarc","TN"
"S12144-92","CHL","agarc","TN"
"S12144-92","GEN","agarc","TN"
"S12144-92","NAL","agarc","TN"
"S12144-92","SMX","agarc","FP"
"S12144-92","STR","agarc","TN"
"S12144-92","SXT","agarc","TN"
"L00005-10","AMP","resc","TP"
"L00005-10","CHL","resc","TP"
"L00005-10","GEN","resc","TN"
"L00005-10","NAL","resc","TN"
"L00005-10","SMX","resc","TP"
"L00005-10","STR","resc","FP"
"L00005-10","SXT","resc","TP"
"L00427-10","AMP","resc","TP"
"L00427-10","CHL","resc","TN"
"L00427-10","GEN","resc","TN"
"L00427-10","NAL","resc","TN"
"L00427-10","SMX","resc","TP"
"L00427-10","STR","resc","FP"
"L00427-10","SXT","resc","TP"
"L00461-07","AMP","resc","TP"
"L00461-07","CHL","resc","TP"
"L00461-07","GEN","resc","TN"
"L00461-07","NAL","resc","TP"
"L00461-07","SMX","resc","FN"
"L00461-07","STR","resc","FP"
"L00461-07","SXT","resc","TN"
"L00738-11","AMP","resc","TN"
"L00738-11","CHL","resc","TN"
"L00738-11","GEN","resc","TN"
"L00738-11","NAL","resc","TP"
"L00738-11","SMX","resc","TN"
"L00738-11","STR","resc","TN"
"L00738-11","SXT","resc","TN"
"L00746-11","AMP","resc","TN"
"L00746-11","CHL","resc","TP"
"L00746-11","GEN","resc","FN"
"L00746-11","NAL","resc","TN"
"L00746-11","SMX","resc","TP"
"L00746-11","STR","resc","FP"
"L00746-11","SXT","resc","TP"
"L00777-11","AMP","resc","FP"
"L00777-11","CHL","resc","FP"
"L00777-11","GEN","resc","TN"
"L00777-11","NAL","resc","TN"
"L00777-11","SMX","resc","FP"
"L00777-11","STR","resc","FP"
"L00777-11","SXT","resc","FP"
"L00886-06","AMP","resc","TN"
"L00886-06","CHL","resc","TN"
"L00886-06","GEN","resc","TN"
"L00886-06","NAL","resc","TN"
"L00886-06","SMX","resc","TN"
"L00886-06","STR","resc","TN"
"L00886-06","SXT","resc","TN"
"L00911-05","AMP","resc","TN"
"L00911-05","CHL","resc","TN"
"L00911-05","GEN","resc","TN"
"L00911-05","NAL","resc","TN"
"L00911-05","SMX","resc","TN"
"L00911-05","STR","resc","TN"
"L00911-05","SXT","resc","TN"
"L01077-08","AMP","resc","TN"
"L01077-08","CHL","resc","TN"
"L01077-08","GEN","resc","TN"
"L01077-08","NAL","resc","TN"
"L01077-08","SMX","resc","TP"
"L01077-08","STR","resc","TN"
"L01077-08","SXT","resc","TP"
"L01210-11","AMP","resc","FP"
"L01210-11","CHL","resc","TP"
"L01210-11","GEN","resc","TN"
"L01210-11","NAL","resc","TN"
"L01210-11","SMX","resc","TP"
"L01210-11","STR","resc","TP"
"L01210-11","SXT","resc","TP"
"L01443-09","AMP","resc","TN"
"L01443-09","CHL","resc","TN"
"L01443-09","GEN","resc","TN"
"L01443-09","NAL","resc","TN"
"L01443-09","SMX","resc","TN"
"L01443-09","STR","resc","TN"
"L01443-09","SXT","resc","TN"
"L02428-05","AMP","resc","TN"
"L02428-05","CHL","resc","TN"
"L02428-05","GEN","resc","TN"
"L02428-05","NAL","resc","TN"
"L02428-05","SMX","resc","TN"
"L02428-05","STR","resc","FN"
"L02428-05","SXT","resc","TN"
"S00039-03","AMP","resc","TP"
"S00039-03","CHL","resc","TP"
"S00039-03","GEN","resc","TN"
"S00039-03","NAL","resc","TN"
"S00039-03","SMX","resc","TP"
"S00039-03","STR","resc","TP"
"S00039-03","SXT","resc","TP"
"S00083-08","AMP","resc","TP"
"S00083-08","CHL","resc","TP"
"S00083-08","GEN","resc","TN"
"S00083-08","NAL","resc","TN"
"S00083-08","SMX","resc","TP"
"S00083-08","STR","resc","TP"
"S00083-08","SXT","resc","TP"
"S00285-01","AMP","resc","TP"
"S00285-01","CHL","resc","TP"
"S00285-01","GEN","resc","TN"
"S00285-01","NAL","resc","TN"
"S00285-01","SMX","resc","TP"
"S00285-01","STR","resc","FP"
"S00285-01","SXT","resc","FP"
"S00399-10","AMP","resc","TN"
"S00399-10","CHL","resc","TN"
"S00399-10","GEN","resc","TN"
"S00399-10","NAL","resc","TN"
"S00399-10","SMX","resc","TN"
"S00399-10","STR","resc","TN"
"S00399-10","SXT","resc","TN"
"S00430-01","AMP","resc","TP"
"S00430-01","CHL","resc","TP"
"S00430-01","GEN","resc","TN"
"S00430-01","NAL","resc","TP"
"S00430-01","SMX","resc","TP"
"S00430-01","STR","resc","TP"
"S00430-01","SXT","resc","TN"
"S00454-11","AMP","resc","TN"
"S00454-11","CHL","resc","TN"
"S00454-11","GEN","resc","TN"
"S00454-11","NAL","resc","TN"
"S00454-11","SMX","resc","TN"
"S00454-11","STR","resc","TN"
"S00454-11","SXT","resc","TN"
"S00478-13","AMP","resc","TP"
"S00478-13","CHL","resc","TN"
"S00478-13","GEN","resc","FN"
"S00478-13","NAL","resc","TN"
"S00478-13","SMX","resc","TP"
"S00478-13","STR","resc","TP"
"S00478-13","SXT","resc","TN"
"S00795-02","AMP","resc","TP"
"S00795-02","CHL","resc","TP"
"S00795-02","GEN","resc","TN"
"S00795-02","NAL","resc","TN"
"S00795-02","SMX","resc","TP"
"S00795-02","STR","resc","FP"
"S00795-02","SXT","resc","TP"
"S01117-00","AMP","resc","TP"
"S01117-00","CHL","resc","FN"
"S01117-00","GEN","resc","TN"
"S01117-00","NAL","resc","FN"
"S01117-00","SMX","resc","TP"
"S01117-00","STR","resc","TN"
"S01117-00","SXT","resc","TN"
"S01119-14","AMP","resc","TP"
"S01119-14","CHL","resc","TP"
"S01119-14","GEN","resc","TN"
"S01119-14","NAL","resc","TN"
"S01119-14","SMX","resc","TP"
"S01119-14","STR","resc","FP"
"S01119-14","SXT","resc","TP"
"S01131-99","AMP","resc","TP"
"S01131-99","CHL","resc","TP"
"S01131-99","GEN","resc","TN"
"S01131-99","NAL","resc","TN"
"S01131-99","SMX","resc","TP"
"S01131-99","STR","resc","TP"
"S01131-99","SXT","resc","TP"
"S01145-94","AMP","resc","TN"
"S01145-94","CHL","resc","TN"
"S01145-94","GEN","resc","TN"
"S01145-94","NAL","resc","TN"
"S01145-94","SMX","resc","TN"
"S01145-94","STR","resc","TN"
"S01145-94","SXT","resc","TN"
"S01194-08","AMP","resc","TP"
"S01194-08","CHL","resc","TN"
"S01194-08","GEN","resc","TN"
"S01194-08","NAL","resc","TP"
"S01194-08","SMX","resc","TP"
"S01194-08","STR","resc","TN"
"S01194-08","SXT","resc","TP"
"S01566-00","AMP","resc","TP"
"S01566-00","CHL","resc","TP"
"S01566-00","GEN","resc","TN"
"S01566-00","NAL","resc","TP"
"S01566-00","SMX","resc","TP"
"S01566-00","STR","resc","FP"
"S01566-00","SXT","resc","TP"
"S01591-98","AMP","resc","TN"
"S01591-98","CHL","resc","TN"
"S01591-98","GEN","resc","TN"
"S01591-98","NAL","resc","TN"
"S01591-98","SMX","resc","TN"
"S01591-98","STR","resc","TN"
"S01591-98","SXT","resc","TN"
"S01710-04","AMP","resc","TP"
"S01710-04","CHL","resc","TN"
"S01710-04","GEN","resc","FN"
"S01710-04","NAL","resc","TN"
"S01710-04","SMX","resc","TN"
"S01710-04","STR","resc","FP"
"S01710-04","SXT","resc","FP"
"S01727-11","AMP","resc","TN"
"S01727-11","CHL","resc","TN"
"S01727-11","GEN","resc","TN"
"S01727-11","NAL","resc","TP"
"S01727-11","SMX","resc","TN"
"S01727-11","STR","resc","TN"
"S01727-11","SXT","resc","TN"
"S01727-98","AMP","resc","TP"
"S01727-98","CHL","resc","TP"
"S01727-98","GEN","resc","TN"
"S01727-98","NAL","resc","TN"
"S01727-98","SMX","resc","FN"
"S01727-98","STR","resc","FP"
"S01727-98","SXT","resc","TN"
"S01761-00","AMP","resc","TP"
"S01761-00","CHL","resc","TP"
"S01761-00","GEN","resc","TN"
"S01761-00","NAL","resc","TN"
"S01761-00","SMX","resc","FN"
"S01761-00","STR","resc","FP"
"S01761-00","SXT","resc","TN"
"S01870-13","AMP","resc","TP"
"S01870-13","CHL","resc","TN"
"S01870-13","GEN","resc","TN"
"S01870-13","NAL","resc","TN"
"S01870-13","SMX","resc","TP"
"S01870-13","STR","resc","TP"
"S01870-13","SXT","resc","TP"
"S02159-07","AMP","resc","TN"
"S02159-07","CHL","resc","TN"
"S02159-07","GEN","resc","TN"
"S02159-07","NAL","resc","TN"
"S02159-07","SMX","resc","TN"
"S02159-07","STR","resc","TN"
"S02159-07","SXT","resc","TN"
"S02185-06","AMP","resc","TN"
"S02185-06","CHL","resc","TN"
"S02185-06","GEN","resc","TN"
"S02185-06","NAL","resc","TN"
"S02185-06","SMX","resc","TN"
"S02185-06","STR","resc","FN"
"S02185-06","SXT","resc","TN"
"S02202-01","AMP","resc","TP"
"S02202-01","CHL","resc","TP"
"S02202-01","GEN","resc","TN"
"S02202-01","NAL","resc","TN"
"S02202-01","SMX","resc","TP"
"S02202-01","STR","resc","FP"
"S02202-01","SXT","resc","FN"
"S02289-14","AMP","resc","TP"
"S02289-14","CHL","resc","TN"
"S02289-14","GEN","resc","TN"
"S02289-14","NAL","resc","TN"
"S02289-14","SMX","resc","TP"
"S02289-14","STR","resc","TP"
"S02289-14","SXT","resc","TP"
"S02336-11","AMP","resc","TN"
"S02336-11","CHL","resc","TN"
"S02336-11","GEN","resc","TN"
"S02336-11","NAL","resc","TN"
"S02336-11","SMX","resc","TN"
"S02336-11","STR","resc","TN"
"S02336-11","SXT","resc","TN"
"S02347-12","AMP","resc","TP"
"S02347-12","CHL","resc","TN"
"S02347-12","GEN","resc","TN"
"S02347-12","NAL","resc","TP"
"S02347-12","SMX","resc","TP"
"S02347-12","STR","resc","FP"
"S02347-12","SXT","resc","TN"
"S02357-04","AMP","resc","TN"
"S02357-04","CHL","resc","TN"
"S02357-04","GEN","resc","TN"
"S02357-04","NAL","resc","TN"
"S02357-04","SMX","resc","TN"
"S02357-04","STR","resc","TN"
"S02357-04","SXT","resc","TN"
"S02606-01","AMP","resc","FP"
"S02606-01","CHL","resc","FP"
"S02606-01","GEN","resc","TN"
"S02606-01","NAL","resc","FN"
"S02606-01","SMX","resc","TN"
"S02606-01","STR","resc","FP"
"S02606-01","SXT","resc","TN"
"S02636-11","AMP","resc","TP"
"S02636-11","CHL","resc","TP"
"S02636-11","GEN","resc","TN"
"S02636-11","NAL","resc","TN"
"S02636-11","SMX","resc","TP"
"S02636-11","STR","resc","FP"
"S02636-11","SXT","resc","TP"
"S02790-08","AMP","resc","TN"
"S02790-08","CHL","resc","TN"
"S02790-08","GEN","resc","TN"
"S02790-08","NAL","resc","TN"
"S02790-08","SMX","resc","TN"
"S02790-08","STR","resc","TN"
"S02790-08","SXT","resc","TN"
"S03040-10","AMP","resc","TP"
"S03040-10","CHL","resc","TP"
"S03040-10","GEN","resc","TN"
"S03040-10","NAL","resc","TP"
"S03040-10","SMX","resc","TP"
"S03040-10","STR","resc","TP"
"S03040-10","SXT","resc","TP"
"S03086-14","AMP","resc","TP"
"S03086-14","CHL","resc","TN"
"S03086-14","GEN","resc","TN"
"S03086-14","NAL","resc","TN"
"S03086-14","SMX","resc","TP"
"S03086-14","STR","resc","TP"
"S03086-14","SXT","resc","TN"
"S03120-13","AMP","resc","TN"
"S03120-13","CHL","resc","TN"
"S03120-13","GEN","resc","TN"
"S03120-13","NAL","resc","TN"
"S03120-13","SMX","resc","TN"
"S03120-13","STR","resc","TN"
"S03120-13","SXT","resc","TN"
"S03195-14","AMP","resc","TP"
"S03195-14","CHL","resc","TN"
"S03195-14","GEN","resc","TN"
"S03195-14","NAL","resc","TN"
"S03195-14","SMX","resc","TP"
"S03195-14","STR","resc","FP"
"S03195-14","SXT","resc","TP"
"S03249-01","AMP","resc","TP"
"S03249-01","CHL","resc","TP"
"S03249-01","GEN","resc","TN"
"S03249-01","NAL","resc","TN"
"S03249-01","SMX","resc","TP"
"S03249-01","STR","resc","FP"
"S03249-01","SXT","resc","TP"
"S03274-06","AMP","resc","TN"
"S03274-06","CHL","resc","TN"
"S03274-06","GEN","resc","TN"
"S03274-06","NAL","resc","TP"
"S03274-06","SMX","resc","TN"
"S03274-06","STR","resc","TN"
"S03274-06","SXT","resc","TN"
"S03558-99","AMP","resc","TP"
"S03558-99","CHL","resc","TP"
"S03558-99","GEN","resc","TN"
"S03558-99","NAL","resc","TN"
"S03558-99","SMX","resc","FN"
"S03558-99","STR","resc","TP"
"S03558-99","SXT","resc","TN"
"S03612-03","AMP","resc","TN"
"S03612-03","CHL","resc","TN"
"S03612-03","GEN","resc","TN"
"S03612-03","NAL","resc","TN"
"S03612-03","SMX","resc","TN"
"S03612-03","STR","resc","TN"
"S03612-03","SXT","resc","TN"
"S03622-02","AMP","resc","TN"
"S03622-02","CHL","resc","TN"
"S03622-02","GEN","resc","TN"
"S03622-02","NAL","resc","TN"
"S03622-02","SMX","resc","TN"
"S03622-02","STR","resc","TN"
"S03622-02","SXT","resc","TN"
"S03632-02","AMP","resc","TN"
"S03632-02","CHL","resc","TP"
"S03632-02","GEN","resc","TN"
"S03632-02","NAL","resc","TN"
"S03632-02","SMX","resc","TP"
"S03632-02","STR","resc","FP"
"S03632-02","SXT","resc","TP"
"S03862-13","AMP","resc","TN"
"S03862-13","CHL","resc","TN"
"S03862-13","GEN","resc","TN"
"S03862-13","NAL","resc","TN"
"S03862-13","SMX","resc","TN"
"S03862-13","STR","resc","TN"
"S03862-13","SXT","resc","TN"
"S03883-00","AMP","resc","TP"
"S03883-00","CHL","resc","TP"
"S03883-00","GEN","resc","TN"
"S03883-00","NAL","resc","TN"
"S03883-00","SMX","resc","FN"
"S03883-00","STR","resc","FP"
"S03883-00","SXT","resc","TN"
"S03924-11","AMP","resc","TN"
"S03924-11","CHL","resc","TP"
"S03924-11","GEN","resc","FN"
"S03924-11","NAL","resc","TN"
"S03924-11","SMX","resc","TP"
"S03924-11","STR","resc","TP"
"S03924-11","SXT","resc","TP"
"S04055-07","AMP","resc","TN"
"S04055-07","CHL","resc","TP"
"S04055-07","GEN","resc","TN"
"S04055-07","NAL","resc","TP"
"S04055-07","SMX","resc","TP"
"S04055-07","STR","resc","FP"
"S04055-07","SXT","resc","TN"
"S04066-03","AMP","resc","TP"
"S04066-03","CHL","resc","TN"
"S04066-03","GEN","resc","TN"
"S04066-03","NAL","resc","TN"
"S04066-03","SMX","resc","TN"
"S04066-03","STR","resc","TN"
"S04066-03","SXT","resc","TN"
"S04173-01","AMP","resc","TP"
"S04173-01","CHL","resc","TP"
"S04173-01","GEN","resc","TN"
"S04173-01","NAL","resc","TN"
"S04173-01","SMX","resc","FN"
"S04173-01","STR","resc","FP"
"S04173-01","SXT","resc","TN"
"S04246-97","AMP","resc","TN"
"S04246-97","CHL","resc","TN"
"S04246-97","GEN","resc","TN"
"S04246-97","NAL","resc","TN"
"S04246-97","SMX","resc","TP"
"S04246-97","STR","resc","TN"
"S04246-97","SXT","resc","TP"
"S04294-03","AMP","resc","TP"
"S04294-03","CHL","resc","TP"
"S04294-03","GEN","resc","TN"
"S04294-03","NAL","resc","TN"
"S04294-03","SMX","resc","FN"
"S04294-03","STR","resc","FP"
"S04294-03","SXT","resc","TN"
"S04322-99","AMP","resc","TP"
"S04322-99","CHL","resc","TP"
"S04322-99","GEN","resc","TN"
"S04322-99","NAL","resc","TN"
"S04322-99","SMX","resc","FN"
"S04322-99","STR","resc","FP"
"S04322-99","SXT","resc","TN"
"S04488-04","AMP","resc","TP"
"S04488-04","CHL","resc","TP"
"S04488-04","GEN","resc","FN"
"S04488-04","NAL","resc","TN"
"S04488-04","SMX","resc","FN"
"S04488-04","STR","resc","TP"
"S04488-04","SXT","resc","TN"
"S04635-04","AMP","resc","FN"
"S04635-04","CHL","resc","FN"
"S04635-04","GEN","resc","TN"
"S04635-04","NAL","resc","FN"
"S04635-04","SMX","resc","FN"
"S04635-04","STR","resc","TP"
"S04635-04","SXT","resc","TN"
"S04655-09","AMP","resc","FN"
"S04655-09","CHL","resc","TP"
"S04655-09","GEN","resc","TN"
"S04655-09","NAL","resc","FN"
"S04655-09","SMX","resc","TP"
"S04655-09","STR","resc","TP"
"S04655-09","SXT","resc","TP"
"S04790-97","AMP","resc","TP"
"S04790-97","CHL","resc","TP"
"S04790-97","GEN","resc","TN"
"S04790-97","NAL","resc","TN"
"S04790-97","SMX","resc","TP"
"S04790-97","STR","resc","TP"
"S04790-97","SXT","resc","TN"
"S05231-09","AMP","resc","TP"
"S05231-09","CHL","resc","TP"
"S05231-09","GEN","resc","TN"
"S05231-09","NAL","resc","TP"
"S05231-09","SMX","resc","FN"
"S05231-09","STR","resc","FP"
"S05231-09","SXT","resc","TN"
"S05247-14","AMP","resc","TP"
"S05247-14","CHL","resc","TN"
"S05247-14","GEN","resc","TN"
"S05247-14","NAL","resc","TN"
"S05247-14","SMX","resc","TP"
"S05247-14","STR","resc","TP"
"S05247-14","SXT","resc","TN"
"S05290-09","AMP","resc","TN"
"S05290-09","CHL","resc","TN"
"S05290-09","GEN","resc","TN"
"S05290-09","NAL","resc","TN"
"S05290-09","SMX","resc","TN"
"S05290-09","STR","resc","TN"
"S05290-09","SXT","resc","TN"
"S05339-97","AMP","resc","TN"
"S05339-97","CHL","resc","TN"
"S05339-97","GEN","resc","TN"
"S05339-97","NAL","resc","TN"
"S05339-97","SMX","resc","TP"
"S05339-97","STR","resc","FP"
"S05339-97","SXT","resc","TN"
"S06001-08","AMP","resc","TN"
"S06001-08","CHL","resc","TN"
"S06001-08","GEN","resc","TN"
"S06001-08","NAL","resc","TP"
"S06001-08","SMX","resc","TP"
"S06001-08","STR","resc","TP"
"S06001-08","SXT","resc","TN"
"S06036-03","AMP","resc","TP"
"S06036-03","CHL","resc","TP"
"S06036-03","GEN","resc","TN"
"S06036-03","NAL","resc","TP"
"S06036-03","SMX","resc","TP"
"S06036-03","STR","resc","FP"
"S06036-03","SXT","resc","TP"
"S06216-03","AMP","resc","TP"
"S06216-03","CHL","resc","TP"
"S06216-03","GEN","resc","TN"
"S06216-03","NAL","resc","TN"
"S06216-03","SMX","resc","TP"
"S06216-03","STR","resc","TP"
"S06216-03","SXT","resc","TP"
"S06290-02","AMP","resc","TP"
"S06290-02","CHL","resc","TP"
"S06290-02","GEN","resc","TN"
"S06290-02","NAL","resc","TP"
"S06290-02","SMX","resc","TP"
"S06290-02","STR","resc","FP"
"S06290-02","SXT","resc","TP"
"S06569-05","AMP","resc","TN"
"S06569-05","CHL","resc","TN"
"S06569-05","GEN","resc","TN"
"S06569-05","NAL","resc","TN"
"S06569-05","SMX","resc","TP"
"S06569-05","STR","resc","TP"
"S06569-05","SXT","resc","TN"
"S06618-99","AMP","resc","TN"
"S06618-99","CHL","resc","FN"
"S06618-99","GEN","resc","TN"
"S06618-99","NAL","resc","TP"
"S06618-99","SMX","resc","TP"
"S06618-99","STR","resc","FP"
"S06618-99","SXT","resc","TN"
"S06636-12","AMP","resc","TN"
"S06636-12","CHL","resc","TN"
"S06636-12","GEN","resc","FN"
"S06636-12","NAL","resc","FN"
"S06636-12","SMX","resc","TP"
"S06636-12","STR","resc","TP"
"S06636-12","SXT","resc","TN"
"S06719-94","AMP","resc","TP"
"S06719-94","CHL","resc","TP"
"S06719-94","GEN","resc","TN"
"S06719-94","NAL","resc","TN"
"S06719-94","SMX","resc","FN"
"S06719-94","STR","resc","FP"
"S06719-94","SXT","resc","TN"
"S06756-00","AMP","resc","TP"
"S06756-00","CHL","resc","TN"
"S06756-00","GEN","resc","TN"
"S06756-00","NAL","resc","TP"
"S06756-00","SMX","resc","TP"
"S06756-00","STR","resc","TN"
"S06756-00","SXT","resc","TP"
"S07053-03","AMP","resc","TP"
"S07053-03","CHL","resc","TP"
"S07053-03","GEN","resc","TN"
"S07053-03","NAL","resc","TP"
"S07053-03","SMX","resc","FN"
"S07053-03","STR","resc","FP"
"S07053-03","SXT","resc","TN"
"S07102-03","AMP","resc","TN"
"S07102-03","CHL","resc","TN"
"S07102-03","GEN","resc","TN"
"S07102-03","NAL","resc","TN"
"S07102-03","SMX","resc","TN"
"S07102-03","STR","resc","TN"
"S07102-03","SXT","resc","TN"
"S07406-99","AMP","resc","TN"
"S07406-99","CHL","resc","TN"
"S07406-99","GEN","resc","TN"
"S07406-99","NAL","resc","TN"
"S07406-99","SMX","resc","TN"
"S07406-99","STR","resc","TN"
"S07406-99","SXT","resc","TN"
"S07452-95","AMP","resc","TP"
"S07452-95","CHL","resc","TP"
"S07452-95","GEN","resc","TN"
"S07452-95","NAL","resc","TN"
"S07452-95","SMX","resc","FN"
"S07452-95","STR","resc","FP"
"S07452-95","SXT","resc","TN"
"S07487-96","AMP","resc","TN"
"S07487-96","CHL","resc","TN"
"S07487-96","GEN","resc","TN"
"S07487-96","NAL","resc","TN"
"S07487-96","SMX","resc","TN"
"S07487-96","STR","resc","TN"
"S07487-96","SXT","resc","TN"
"S07497-96","AMP","resc","TN"
"S07497-96","CHL","resc","TN"
"S07497-96","GEN","resc","TN"
"S07497-96","NAL","resc","TP"
"S07497-96","SMX","resc","TP"
"S07497-96","STR","resc","FP"
"S07497-96","SXT","resc","TN"
"S07591-95","AMP","resc","TP"
"S07591-95","CHL","resc","TP"
"S07591-95","GEN","resc","TN"
"S07591-95","NAL","resc","TN"
"S07591-95","SMX","resc","FN"
"S07591-95","STR","resc","FP"
"S07591-95","SXT","resc","TN"
"S07623-03","AMP","resc","TP"
"S07623-03","CHL","resc","TP"
"S07623-03","GEN","resc","TN"
"S07623-03","NAL","resc","TP"
"S07623-03","SMX","resc","FN"
"S07623-03","STR","resc","FP"
"S07623-03","SXT","resc","TN"
"S07625-03","AMP","resc","TP"
"S07625-03","CHL","resc","TP"
"S07625-03","GEN","resc","TN"
"S07625-03","NAL","resc","TP"
"S07625-03","SMX","resc","FN"
"S07625-03","STR","resc","FP"
"S07625-03","SXT","resc","TN"
"S07896-03","AMP","resc","TP"
"S07896-03","CHL","resc","TP"
"S07896-03","GEN","resc","TN"
"S07896-03","NAL","resc","TN"
"S07896-03","SMX","resc","FN"
"S07896-03","STR","resc","FP"
"S07896-03","SXT","resc","TN"
"S08411-93","AMP","resc","TP"
"S08411-93","CHL","resc","TP"
"S08411-93","GEN","resc","TN"
"S08411-93","NAL","resc","TN"
"S08411-93","SMX","resc","FN"
"S08411-93","STR","resc","FP"
"S08411-93","SXT","resc","TN"
"S08457-97","AMP","resc","TN"
"S08457-97","CHL","resc","TN"
"S08457-97","GEN","resc","TN"
"S08457-97","NAL","resc","TN"
"S08457-97","SMX","resc","TN"
"S08457-97","STR","resc","TN"
"S08457-97","SXT","resc","TN"
"S08761-96","AMP","resc","TN"
"S08761-96","CHL","resc","TN"
"S08761-96","GEN","resc","TN"
"S08761-96","NAL","resc","TN"
"S08761-96","SMX","resc","TN"
"S08761-96","STR","resc","TN"
"S08761-96","SXT","resc","TN"
"S08887-98","AMP","resc","TP"
"S08887-98","CHL","resc","TN"
"S08887-98","GEN","resc","TN"
"S08887-98","NAL","resc","TP"
"S08887-98","SMX","resc","TN"
"S08887-98","STR","resc","TN"
"S08887-98","SXT","resc","TN"
"S09137-97","AMP","resc","TP"
"S09137-97","CHL","resc","TP"
"S09137-97","GEN","resc","TN"
"S09137-97","NAL","resc","TN"
"S09137-97","SMX","resc","FN"
"S09137-97","STR","resc","FP"
"S09137-97","SXT","resc","TN"
"S09202-95","AMP","resc","TN"
"S09202-95","CHL","resc","TN"
"S09202-95","GEN","resc","TN"
"S09202-95","NAL","resc","TN"
"S09202-95","SMX","resc","TP"
"S09202-95","STR","resc","TP"
"S09202-95","SXT","resc","TP"
"S09211-02","AMP","resc","TP"
"S09211-02","CHL","resc","TP"
"S09211-02","GEN","resc","TN"
"S09211-02","NAL","resc","TN"
"S09211-02","SMX","resc","FN"
"S09211-02","STR","resc","FP"
"S09211-02","SXT","resc","TN"
"S09281-99","AMP","resc","TP"
"S09281-99","CHL","resc","TP"
"S09281-99","GEN","resc","TN"
"S09281-99","NAL","resc","TP"
"S09281-99","SMX","resc","FN"
"S09281-99","STR","resc","FP"
"S09281-99","SXT","resc","TN"
"S10023-95","AMP","resc","TN"
"S10023-95","CHL","resc","TN"
"S10023-95","GEN","resc","TN"
"S10023-95","NAL","resc","TP"
"S10023-95","SMX","resc","TN"
"S10023-95","STR","resc","TN"
"S10023-95","SXT","resc","TN"
"S10423-92","AMP","resc","TP"
"S10423-92","CHL","resc","FP"
"S10423-92","GEN","resc","TN"
"S10423-92","NAL","resc","TN"
"S10423-92","SMX","resc","TP"
"S10423-92","STR","resc","TP"
"S10423-92","SXT","resc","TP"
"S10543-93","AMP","resc","TP"
"S10543-93","CHL","resc","TP"
"S10543-93","GEN","resc","FN"
"S10543-93","NAL","resc","TN"
"S10543-93","SMX","resc","TP"
"S10543-93","STR","resc","TP"
"S10543-93","SXT","resc","TP"
"S10905-92","AMP","resc","TP"
"S10905-92","CHL","resc","TP"
"S10905-92","GEN","resc","TN"
"S10905-92","NAL","resc","TN"
"S10905-92","SMX","resc","FN"
"S10905-92","STR","resc","FP"
"S10905-92","SXT","resc","TN"
"S11013-96","AMP","resc","TN"
"S11013-96","CHL","resc","TN"
"S11013-96","GEN","resc","TN"
"S11013-96","NAL","resc","TN"
"S11013-96","SMX","resc","TP"
"S11013-96","STR","resc","FP"
"S11013-96","SXT","resc","TN"
"S12144-92","AMP","resc","TN"
"S12144-92","CHL","resc","TN"
"S12144-92","GEN","resc","TN"
"S12144-92","NAL","resc","TN"
"S12144-92","SMX","resc","TN"
"S12144-92","STR","resc","TN"
"S12144-92","SXT","resc","TN"
